age,citizenship,event_location,event_location_district,event_location_region,gender,took_part_in_the_hostilities,place_of_residence,place_of_residence_district,type_of_injury,ammunition,killed_by
28.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
20.0,Israeli,Nissanit,North Gaza,Gaza Strip,M,Israelis,Qadima,Israel,gunfire,missile,Palestinian civilians
26.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,shell,Israeli security forces
23.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
27.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
24.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
22.0,Palestinian,Nissanit,North Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,Nissanit,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
13.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
16.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,shell,Israeli security forces
17.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
14.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
16.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
14.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,shell,Israeli security forces
13.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,shell,Israeli security forces
21.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
14.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,shell,Israeli security forces
19.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
31.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
21.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
4.0,Israeli,Sderot,Israel,Israel,M,Israelis,Sderot,Israel,gunfire,Qassam rocket,Palestinian civilians
17.0,Palestinian,Netzarim,Deir al-Balah,Gaza Strip,M,No,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces
26.0,Palestinian,Nablus,Nablus,West Bank,M,Yes,Nablus,Nablus,gunfire,missile,Israeli security forces
31.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
2.0,Israeli,Sderot,Israel,Israel,F,Israelis,Sderot,Israel,gunfire,Qassam rocket,Palestinian civilians
16.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
24.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
16.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,shell,Israeli security forces
50.0,Palestinian,Jenin,Jenin,West Bank,M,No,Jenin,Jenin,gunfire,missile,Israeli security forces
24.0,Palestinian,Jenin,Jenin,West Bank,M,No,Jenin,Jenin,gunfire,missile,Israeli security forces
14.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
34.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Object of targeted killing,Rafah,Rafah,gunfire,missile,Israeli security forces
16.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,No,Jenin R.C.,Jenin,gunfire,missile,Israeli security forces
46.0,Palestinian,Beit Furik,Nablus,West Bank,M,No,Salem,Nablus,gunfire,missile,Israeli civilians
55.0,Palestinian,Khan Yunis R.C.,Khan Yunis,Gaza Strip,M,No,Khan Yunis R.C.,Khan Yunis,gunfire,live ammunition,Israeli security forces
24.0,Palestinian,Balata R.C.,Nablus,West Bank,M,Yes,Balata R.C.,Nablus,gunfire,missile,Israeli security forces
19.0,Palestinian,The Perimeter Fence,Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,The Perimeter Fence,Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
45.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,No,Jenin R.C.,Jenin,gunfire,missile,Israeli security forces
20.0,Palestinian,Balata R.C.,Nablus,West Bank,M,Yes,Balata R.C.,Nablus,gunfire,missile,Israeli security forces
57.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
24.0,Israeli,Neve Deqalim,Gush Katif,Gaza Strip,F,Israelis,Jerusalem,Israel,gunfire,Qassam rocket,Palestinian civilians
20.0,Palestinian,Morag,Khan Yunis,Gaza Strip,M,Yes,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,Morag,Khan Yunis,Gaza Strip,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces
22.0,Palestinian,Morag,Khan Yunis,Gaza Strip,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces
22.0,Israeli,Morag,Khan Yunis,Gaza Strip,M,Israelis,Jerusalem,Israel,gunfire,missile,Palestinian civilians
21.0,Israeli,Morag,Khan Yunis,Gaza Strip,M,Israelis,Jerusalem,Israel,gunfire,missile,Palestinian civilians
20.0,Israeli,Morag,Khan Yunis,Gaza Strip,M,Israelis,Neve Deqalim,Gush Katif,gunfire,missile,Palestinian civilians
20.0,Palestinian,Erez (Industrial Zone),North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
9.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,F,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
38.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Object of targeted killing,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces
38.0,Palestinian,Netzer Hazani,Gush Katif,Gaza Strip,M,No,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces
38.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Object of targeted killing,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces
17.0,Palestinian,Rafah,Rafah,Gaza Strip,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces
32.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Object of targeted killing,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces
20.0,Palestinian,Nahal Oz Checkpoint,North Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Nablus,Nablus,West Bank,F,No,Nablus,Nablus,gunfire,missile,Israeli security forces
26.0,Palestinian,Nablus,Nablus,West Bank,M,Yes,Nablus,Nablus,gunfire,missile,Israeli security forces
24.0,Palestinian,Nablus,Nablus,West Bank,M,Yes,Nablus,Nablus,gunfire,missile,Israeli security forces
21.0,Palestinian,Nablus,Nablus,West Bank,M,Yes,Nablus,Nablus,gunfire,missile,Israeli security forces
20.0,Palestinian,Nablus,Nablus,West Bank,M,Yes,Nablus,Nablus,gunfire,missile,Israeli security forces
27.0,Palestinian,Nablus,Nablus,West Bank,M,Yes,Nablus,Nablus,gunfire,missile,Israeli security forces
11.0,Palestinian,Nablus,Nablus,West Bank,F,No,Nablus,Nablus,gunfire,missile,Israeli security forces
37.0,Palestinian,Nur Shams R.C.,Tulkarm,West Bank,M,Yes,Nur Shams R.C.,Tulkarm,gunfire,missile,Israeli security forces
29.0,Palestinian,Jenin,Jenin,West Bank,M,No,Jenin,Jenin,gunfire,missile,Israeli security forces
18.0,Palestinian,Jenin,Jenin,West Bank,M,Object of targeted killing,Jenin,Jenin,gunfire,missile,Israeli security forces
25.0,Palestinian,Jenin,Jenin,West Bank,M,Object of targeted killing,Jenin,Jenin,gunfire,missile,Israeli security forces
22.0,Palestinian,Jenin,Jenin,West Bank,M,Object of targeted killing,Jenin,Jenin,gunfire,missile,Israeli security forces
30.0,Palestinian,Jenin,Jenin,West Bank,M,No,Jenin,Jenin,gunfire,missile,Israeli security forces
28.0,Palestinian,Jenin,Jenin,West Bank,M,No,Jenin,Jenin,gunfire,missile,Israeli security forces
24.0,Palestinian,Jenin,Jenin,West Bank,M,No,Jenin,Jenin,gunfire,missile,Israeli security forces
19.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,shell,Israeli security forces
23.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
35.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
16.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
22.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
31.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
18.0,Palestinian,Ramallah,Ramallah and al-Bira,West Bank,M,No,al-Am'ari R.C.,Ramallah and al-Bira,hit by a vehicle,missile,Israeli security forces
18.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
10.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
29.0,Palestinian,Jericho,Jericho,West Bank,M,No,Ramallah,Ramallah and al-Bira,gunfire,missile,Israeli security forces
22.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
22.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
26.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
15.0,Palestinian,Rafiah Yam,Gush Katif,Gaza Strip,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces
19.0,Palestinian,Kfar Darom,Deir al-Balah,Gaza Strip,M,Yes,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces
18.0,Palestinian,Kfar Darom,Deir al-Balah,Gaza Strip,M,Yes,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces
14.0,Palestinian,Kfar Darom,Deir al-Balah,Gaza Strip,M,No,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces
18.0,Palestinian,Kfar Darom,Deir al-Balah,Gaza Strip,M,No,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces
70.0,Israeli,Beersheba,Israel,Israel,F,Israelis,Or Yehuda,Israel,explosion,explosive belt,Palestinian civilians
48.0,Israeli,Beersheba,Israel,Israel,F,Israelis,Beersheba,Israel,explosion,explosive belt,Palestinian civilians
50.0,Israeli,Beersheba,Israel,Israel,F,Israelis,Beersheba,Israel,explosion,explosive belt,Palestinian civilians
49.0,Israeli,Beersheba,Israel,Israel,F,Israelis,Beersheba,Israel,explosion,explosive belt,Palestinian civilians
64.0,Israeli,Beersheba,Israel,Israel,F,Israelis,Beersheba,Israel,explosion,explosive belt,Palestinian civilians
53.0,Israeli,Beersheba,Israel,Israel,M,Israelis,Beersheba,Israel,explosion,explosive belt,Palestinian civilians
45.0,Israeli,Beersheba,Israel,Israel,F,Israelis,Beersheba,Israel,explosion,explosive belt,Palestinian civilians
23.0,Israeli,Beersheba,Israel,Israel,F,Israelis,Beersheba,Israel,explosion,explosive belt,Palestinian civilians
54.0,Israeli,Beersheba,Israel,Israel,F,Israelis,Beersheba,Israel,explosion,explosive belt,Palestinian civilians
57.0,Israeli,Beersheba,Israel,Israel,F,Israelis,Beersheba,Israel,explosion,explosive belt,Palestinian civilians
3.0,Israeli,Beersheba,Israel,Israel,M,Israelis,Beersheba,Israel,explosion,explosive belt,Palestinian civilians
33.0,Israeli,Beersheba,Israel,Israel,F,Israelis,Beersheba,Israel,explosion,explosive belt,Palestinian civilians
58.0,Israeli,Beersheba,Israel,Israel,M,Israelis,Beersheba,Israel,explosion,explosive belt,Palestinian civilians
27.0,Israeli,Beersheba,Israel,Israel,M,Israelis,Beersheba,Israel,explosion,explosive belt,Palestinian civilians
55.0,Israeli,Beersheba,Israel,Israel,F,Israelis,Beersheba,Israel,explosion,explosive belt,Palestinian civilians
52.0,Israeli,Beersheba,Israel,Israel,M,Israelis,Beersheba,Israel,explosion,explosive belt,Palestinian civilians
33.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
16.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,house demolition,missile,Israeli security forces
15.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,No,Rafah R.C.,Rafah,gunfire,missile,Israeli security forces
24.0,Palestinian,Karni Checkpoint,Gaza,Gaza Strip,M,Yes,Beit Hanun,North Gaza,gunfire,live ammunition,Israeli security forces
70.0,Palestinian,Egyptian Border,Rafah,Gaza Strip,M,No,Rafah R.C.,Rafah,gunfire,missile,Israeli security forces
19.0,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,M,No,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces
20.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces
23.0,Palestinian,Karni Checkpoint,Gaza,Gaza Strip,M,No,a-Nuseirat Camp,Deir al-Balah,gunfire,live ammunition,Israeli security forces
62.0,Palestinian,Rafah,Rafah,Gaza Strip,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces
15.0,Palestinian,Sufah Checkpoint,Rafah,Gaza Strip,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces
17.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,No,Rafah R.C.,Rafah,gunfire,missile,Israeli security forces
20.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
20.0,Palestinian,'Atzmon,Gush Katif,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
20.0,Palestinian,'Atzmon,Gush Katif,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
9.0,Palestinian,Nablus,Nablus,West Bank,M,No,Nablus,Nablus,gunfire,missile,Israeli security forces
21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
41.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
26.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
29.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
32.0,Palestinian,Nablus,Nablus,West Bank,M,No,Nablus,Nablus,gunfire,missile,Israeli security forces
22.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces
20.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces
40.0,Palestinian,East Jerusalem,East Jerusalem,West Bank,M,Yes,Shu'fat R.C.,East Jerusalem,gunfire,missile,Israeli security forces
29.0,Palestinian,Itamar,Nablus,West Bank,M,Yes,Beit Furik,Nablus,gunfire,missile,Israeli security forces
50.0,Israeli,Itamar,Nablus,West Bank,M,Israelis,Itamar,Nablus,gunfire,missile,Palestinian civilians
16.0,Palestinian,Balata R.C.,Nablus,West Bank,M,No,Balata R.C.,Nablus,gunfire,missile,Israeli security forces
17.0,Palestinian,Nablus,Nablus,West Bank,M,No,Nablus,Nablus,gunfire,missile,Israeli security forces
13.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,No,Rafah R.C.,Rafah,gunfire,missile,Israeli security forces
20.0,Palestinian,Morag,Khan Yunis,Gaza Strip,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces
28.0,Palestinian,Salfit,Salfit,West Bank,M,Yes,Salfit,Salfit,gunfire,missile,Israeli security forces
18.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces
18.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
20.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
12.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
26.0,Palestinian,Nablus,Nablus,West Bank,M,Unknown,Balata R.C.,Nablus,gunfire,missile,Israeli security forces
50.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,F,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
21.0,Palestinian,Alei Sinai,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,shell,Israeli security forces
20.0,Palestinian,Alei Sinai,North Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
21.0,Palestinian,Alei Sinai,North Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,shell,Israeli security forces
15.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
12.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
13.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,F,No,Rafah R.C.,Rafah,gunfire,missile,Israeli security forces
34.0,Palestinian,Rafah,Rafah,Gaza Strip,M,Object of targeted killing,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
27.0,Palestinian,'Illar,Tulkarm,West Bank,M,Yes,Saida,Tulkarm,gunfire,missile,Israeli security forces
41.0,Palestinian,Rafah,Rafah,Gaza Strip,M,Object of targeted killing,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
28.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
22.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
11.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,F,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
50.0,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,F,No,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces
18.0,Palestinian,Tulkarm,Tulkarm,West Bank,M,No,Tulkarm,Tulkarm,gunfire,missile,Israeli security forces
33.0,Palestinian,Tulkarm,Tulkarm,West Bank,M,No,Tulkarm,Tulkarm,gunfire,missile,Israeli security forces
26.0,Palestinian,Tulkarm,Tulkarm,West Bank,M,No,Tulkarm,Tulkarm,gunfire,missile,Israeli security forces
22.0,Palestinian,Tulkarm,Tulkarm,West Bank,M,No,Tulkarm,Tulkarm,gunfire,missile,Israeli security forces
16.0,Palestinian,Tulkarm,Tulkarm,West Bank,M,No,Tulkarm,Tulkarm,gunfire,missile,Israeli security forces
16.0,Palestinian,Tulkarm,Tulkarm,West Bank,M,No,Tulkarm,Tulkarm,gunfire,missile,Israeli security forces
16.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces
17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces
24.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces
17.0,Palestinian,Balata R.C.,Nablus,West Bank,M,No,Balata R.C.,Nablus,gunfire,missile,Israeli security forces
20.0,Palestinian,Rafah,Rafah,Gaza Strip,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces
26.0,Palestinian,Saida,Tulkarm,West Bank,M,Yes,Tulkarm R.C.,Tulkarm,gunfire,missile,Israeli security forces
26.0,Palestinian,Saida,Tulkarm,West Bank,M,Yes,Saida,Tulkarm,gunfire,missile,Israeli security forces
21.0,Palestinian,Balata R.C.,Nablus,West Bank,M,No,Balata R.C.,Nablus,gunfire,missile,Israeli security forces
41.0,Palestinian,Hebron,Hebron,West Bank,M,Yes,Hebron,Hebron,gunfire,missile,Israeli security forces
33.0,Palestinian,Jenin,Jenin,West Bank,M,No,Silat al-Harithiya,Jenin,gunfire,missile,Israeli security forces
72.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,house demolition,missile,Israeli security forces
20.0,Palestinian,Hajjah,Qalqiliya,West Bank,M,No,Hajja,Qalqiliya,gunfire,live ammunition,Israeli security forces
16.0,Palestinian,Rafah,Rafah,Gaza Strip,F,No,Rafah,Rafah,gunfire,missile,Israeli security forces
32.0,Palestinian,Hebron,Hebron,West Bank,M,Unknown,Hebron,Hebron,gunfire,missile,Israeli security forces
30.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces
3.0,Palestinian,Rafah,Rafah,Gaza Strip,F,No,Rafah,Rafah,gunfire,missile,Israeli security forces
